player_name;position;squad;age;born_year;match_played;minutes_played;minutes_per_match;first_eleven;90_mins_complated;points_per_match;yellow_card;red_card;second_yellow_card;fouls_committed;fouls_drawn;offsides;crosses;interceptions;tackles_won;own_goals;goals;assists;shots;shots_on_target;penalty_goals;penalty_attempts
Rayane Aabid;MF;Hatayspor;28;1992;39;3241;83.0;39;18;1.54;6;0;0;21;33;0;131;33;22;0;3;4;29;10;0;0
Yusuf Abdioğlu;DF;Hatayspor;30;1989;21;1668;79.0;19;16;1.32;7;0;0;22;22;0;3;39;18;0;0;0;3;1;0;0
Vincent Aboubakar;FW;Beşiktaş;28;1992;26;2124;82.0;25;13;2.12;0;0;0;14;29;19;13;4;3;0;15;5;79;35;4;4
Afriyie Acquah;MF;Yeni Malatyaspor;28;1992;33;2457;74.0;30;15;1.18;9;0;0;55;37;1;13;44;24;0;2;0;26;7;0;0
Luka Adžić;MF;Ankaragücü;21;1998;11;397;36.0;4;0;0.55;2;0;0;13;2;3;23;4;3;0;0;0;8;5;0;0
Benik Afobe;FW;Trabzonspor;27;1993;28;1022;37.0;10;4;1.86;1;0;0;27;13;13;8;3;5;0;5;0;21;7;0;0
Cenk Ahmet Alkılıç;MF.DF;Erzurum BB;32;1987;29;21;72.0;27;8;1.07;5;0;0;33;43;2;96;19;15;0;3;4;22;9;0;0
Serhat Ahmetoğlu;DF.MF;Fatih Karagümrük;18;2002;8;487;61.0;5;2;1.38;3;0;0;10;2;0;7;10;1;0;0;1;4;1;0;0
Ismaïl Aissati;MF;Denizlispor;31;1988;13;981;75.0;11;6;0.92;0;0;0;6;5;0;36;8;6;0;0;0;6;3;0;0
Emre Akbaba;MF;Galatasaray;27;1992;27;1398;52.0;18;2;2.22;2;0;0;18;21;5;53;7;13;0;5;2;46;22;0;1
Mustafa Akbaş;DF;Gençlerbirliği;30;1990;6;285;48.0;5;2;2.33;0;0;0;1;3;0;1;3;3;0;0;0;1;0;0;0
Halil Akbunar;MF;Göztepe;26;1993;40;3349;84.0;39;20;1.28;3;0;0;38;41;10;135;23;33;0;9;10;49;21;0;0
Murat Akça;DF;Yeni Malalyaspor;30;1990;4;280;70.0;3;2;1.0;0;0;0;4;10;0;1;3;4;0;0;0;2;1;0;0
Babajide Akintola;MF;Hatayspor;24;1996;35;2916;83.0;34;18;1.51;9;0;0;58;44;28;50;17;28;1;6;7;61;24;2;2
Joseph Akomadi;MF;Hatayspor;20;1999;2;20;10.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fatih Aksoy;DF.MF;Alanyaspor;22;1997;25;162;65.0;18;15;1.68;1;0;0;20;12;0;8;20;14;2;1;1;11;3;0;0
Aksel Aktas;MF;Fatih Karagümrük;21;1999;9;440;49.0;4;3;1.67;0;0;0;9;11;0;14;7;8;0;0;1;9;4;0;0
Kerem Aktürkoğlu;MF;Galatasaray;21;1998;27;860;32.0;6;1;2.3;1;0;0;6;16;3;12;15;9;0;6;2;30;15;1;1
Ufuk Akyol;MF;Antalyaspor;22;1997;15;615;41.0;6;2;0.53;3;1;1;15;6;1;14;5;6;0;0;0;4;1;0;0
Eren Albayrak;DF.MF;Antalyaspor;29;1991;33;2207;67.0;23;20;1.27;3;0;0;24;36;2;85;30;24;1;1;2;6;2;0;0
Mücahit Albayrak;DF;Erzurum BB;29;1991;7;249;36.0;2;1;0.29;0;0;0;3;0;0;2;4;4;0;0;0;0;0;0;0
Danijel Aleksić;MF;Başakşehir;29;1991;31;1827;59.0;21;8;1.39;6;0;0;35;28;5;54;20;19;0;6;2;56;16;1;1
Hasan Ali Kaldırım;DF;Başakşehir;30;1989;23;1796;78.0;21;15;0.87;3;0;0;9;11;3;77;27;13;0;0;1;9;2;0;0
Mehmet Ali Ulaman;MF;Denizlispor;17;2003;1;45;45.0;0;0;0.0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0
Denis Alibec;FW.MF;Kayserispor;29;1991;15;667;44.0;8;2;1.13;3;0;0;9;13;1;3;4;3;0;2;1;16;6;0;1
Kerim Alıcı;DF;Göztepe;23;1997;5;316;63.0;4;3;1.6;2;0;0;6;2;2;1;8;4;0;0;0;1;1;0;0
Koray Altınay;DF.MF;Fatih Karagümrük;28;1991;25;1394;56.0;16;10;1.72;7;0;0;23;28;4;22;26;20;0;0;2;5;2;0;0
Sami Altıparmak;FW;Gençlerbirliği;19;2001;15;224;15.0;1;0;0.73;0;1;0;3;3;1;0;0;2;0;0;0;2;0;0;0
Amilton;MF;Antalyaspor;30;1989;35;28;80.0;33;14;1.11;7;1;0;52;60;18;59;32;33;0;5;4;27;12;0;0
André;FW;Gaziantep FK;29;1990;19;589;31.0;4;1;1.16;1;0;0;7;13;3;2;4;3;0;2;0;14;7;0;0
Diego Ângelo;DF;Gençlerbirliği;34;1986;25;1768;71.0;21;15;0.8;2;0;0;10;10;1;7;41;26;0;3;1;15;5;0;0
Marin Aničić;DF;Konyaspor;30;1989;2;121;61.0;2;0;0.5;0;0;0;0;0;0;0;3;2;0;0;0;1;0;0;0
Taylan Antalyalı;MF;Galatasaray;25;1995;34;2688;79.0;30;23;2.32;8;0;0;43;46;0;10;63;34;0;1;2;21;8;0;0
Aaron Appindangoyé;DF;Sivasspor;28;1992;13;1147;88.0;13;12;1.15;3;0;0;14;7;0;0;17;4;0;0;0;8;4;0;0
Hakan Arslan;MF;Sivasspor;32;1988;36;3061;85.0;35;32;1.67;6;2;1;31;50;3;6;28;37;0;7;2;57;19;0;0
Ömürcan Artan;DF;Gençlerbirliği;21;1999;10;614;61.0;7;4;1.0;4;0;0;9;6;2;20;16;5;0;0;1;0;0;0;0
Vato Arveladze;MF;Fatih Karagümrük;22;1998;16;293;18.0;2;0;2.0;4;0;0;12;7;0;4;3;7;0;0;0;4;1;0;0
Serkan Asan;DF;Trabzonspor;21;1999;28;2146;77.0;25;19;1.64;2;1;0;27;36;0;44;58;28;1;1;2;2;1;0;0
Kerem Atakan Kesgin;MF;Sivasspor;19;2000;3;35;12.0;0;0;1.33;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0
Daniel Avramovski;MF;Kayserispor;25;1995;24;1916;80.0;24;6;1.29;4;0;0;28;23;0;80;27;24;0;2;3;26;10;0;0
Selim Ay;DF;Rizespor;29;1991;19;1586;83.0;18;16;1.4;3;0;0;18;14;0;8;21;19;0;0;0;3;0;0;0
Mirkan Aydın;FW;Hatayspor;33;1987;8;87;11.0;0;0;1.38;0;0;0;2;2;2;0;0;0;0;1;0;4;3;0;0
Soner Aydoğdu;MF;Göztepe;29;1991;39;3191;82.0;38;19;1.31;5;0;0;47;21;2;68;32;28;0;4;5;53;17;0;0
Ender Aygören;MF;Ankaragücü;20;2000;3;125;42.0;2;0;2.33;2;0;0;4;2;0;2;0;0;0;0;0;1;0;0;0
Floyd Ayité;MF.FW;Gençlerbirliği;31;1988;30;1569;52.0;17;3;0.93;7;1;1;34;27;6;19;22;9;0;3;1;40;13;0;0
Sakıb Aytaç;DF;Denizlispor;28;1991;17;1294;76.0;15;6;0.47;4;0;0;7;6;0;23;20;12;0;1;1;2;1;0;0
Embiya Ayyıldız;FW;Ankaragücü;20;2000;5;78;16.0;1;0;0.2;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0
Serdar Aziz;DF;Fenerbahçe;29;1990;27;2244;83.0;26;23;2.22;9;1;1;36;39;2;1;34;21;1;3;1;21;10;0;0
Abdul Aziz Tetteh;MF;Gaziantep FK;30;1990;1;8;8.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Demba Ba;FW.MF;Başakşehir;35;1985;26;1681;65.0;17;9;1.0;1;0;0;18;24;6;2;3;2;0;5;1;64;18;0;1
Mahamadou Ba;MF;Erzurum BB;20;1999;1;1;1.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Mame Baba Thiam;MF.FW;Fenerbahçe;27;1992;30;1469;49.0;19;1;2.0;2;0;0;33;17;12;12;9;13;0;6;2;44;19;0;0
Alperen Babacan;DF;Ankaragücü;23;1997;1;59;59.0;0;0;0.0;0;0;0;1;0;0;1;2;2;0;0;0;0;0;0;0
Khouma Babacar;FW.MF;Alanyaspor;27;1993;25;1606;64.0;21;3;1.64;7;1;1;44;18;8;17;5;7;0;8;1;64;23;2;2
Ryan Babel;MF.FW;Galatasaray;33;1986;32;1588;50.0;16;5;2.09;5;0;0;27;12;7;43;8;3;0;7;5;50;25;2;2
Aliou Badji;FW;Ankaragücü;22;1997;13;764;59.0;10;3;1.08;3;0;0;11;7;1;1;3;4;0;2;0;18;9;0;0
Fabrício Baiano;MF.DF;Rizespor;28;1992;28;1964;70.0;24;9;1.18;10;1;1;48;30;0;53;23;25;0;1;3;16;7;0;0
Marvin Bakalorz;MF;Denizlispor;30;1989;31;208;67.0;24;9;0.77;8;0;0;54;28;4;14;33;30;0;1;1;17;3;0;0
Lewis Baker;MF;Trabzonspor;25;1995;34;2655;78.0;29;23;1.79;7;0;0;35;17;0;100;34;16;0;2;3;37;12;0;0
Bünyamin Balcı;DF.MF;Antalyaspor;20;2000;35;3022;86.0;34;30;1.14;3;0;0;26;36;7;42;59;47;0;2;3;17;7;0;0
Jure Balkovec;DF;Fatih Karagümrük;25;1994;33;2894;88.0;33;28;1.55;6;0;0;16;33;1;159;39;38;0;2;4;21;9;0;0
Hélder Barbosa;MF;Hatayspor;33;1987;9;282;31.0;2;0;1.56;0;0;0;6;3;1;10;1;3;0;1;0;7;2;0;0
Abdülkerim Bardakcı;DF;Konyaspor;25;1994;37;3314;90.0;37;35;1.32;9;0;0;43;25;4;11;70;43;0;2;3;25;8;0;0
Adam Bareiro;FW;Alanyaspor;24;1996;37;1833;50.0;20;4;1.59;5;0;0;46;48;11;4;3;9;0;5;1;55;27;1;1
Yılmaz Basravi;FW;Göztepe;20;2000;1;10;10.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Emrah Başsan;MF.FW;Erzurum BB;28;1992;38;2283;60.0;25;8;1.05;4;0;0;37;71;13;248;28;20;0;7;7;55;26;1;1
Gökdeniz Bayrakdar;MF.FW;Antalyaspor;18;2001;31;183;59.0;18;12;1.16;6;0;0;40;11;11;8;11;18;0;6;0;44;18;0;0
Emin Bayram;DF;Galatasaray;17;2003;2;24;12.0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ömer Bayram;DF.MF;Galatasaray;29;1991;32;1353;42.0;13;7;2.22;4;0;0;18;22;4;144;16;11;0;0;2;14;5;0;0
Aziz Behich;DF;Kayserispor;29;1990;34;2976;88.0;33;28;1.0;8;0;0;13;34;1;61;40;25;0;0;2;13;1;0;0
Efkan Bekiroglu;MF;Alanyaspor;24;1995;23;801;35.0;7;1;1.35;2;0;0;6;7;3;7;3;7;0;2;1;27;7;0;0
Younès Belhanda;MF;Galatasaray;30;1990;22;1474;67.0;17;5;2.05;4;0;0;16;20;1;58;9;15;0;6;3;32;14;0;0
Ayman Ben Mohamed;DF;Denizlispor;25;1994;7;389;56.0;4;4;1.14;0;0;0;2;5;1;6;8;10;0;0;0;0;0;0;0
Rahmetullah Berişbek;MF.DF;Gençlerbirliği;21;1999;16;563;35.0;3;0;0.75;1;0;0;5;7;2;14;14;10;0;0;0;2;1;0;0
Andrea Bertolacci;MF;Fatih Karagümrük;29;1991;22;1611;73.0;19;7;1.59;5;0;0;46;44;0;10;20;16;0;2;3;19;5;0;0
Lucas Biglia;MF;Fatih Karagümrük;34;1986;35;2891;83.0;34;25;1.43;7;0;0;63;69;1;67;62;65;0;3;2;27;7;2;2
Jean-Claude Billong;DF;Hatayspor;26;1993;26;2009;77.0;23;20;1.77;4;1;1;18;9;0;0;20;19;1;0;0;5;0;0;0
Tayfur Bingöl;DF.MF;Alanyaspor;27;1993;26;1053;41.0;10;9;1.31;1;0;0;11;16;0;48;18;15;0;1;1;16;8;0;0
Efe Binici;MF;Göztepe;19;2001;4;24;6.0;0;0;1.75;1;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0
Mame Biram Diouf;FW;Hatayspor;32;1987;38;3184;84.0;38;24;1.55;4;0;0;73;37;18;11;9;20;1;19;5;94;37;5;5
Kristijan Bistrović;MF;Kasımpaşa;22;1998;20;1446;72.0;16;12;1.2;5;0;0;22;18;0;31;24;15;0;0;4;27;6;0;0
André Biyogo Poko;MF;Göztepe;27;1993;2;62;31.0;1;0;0.5;1;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0
Fernando Boldrin;MF.FW;Rizespor;31;1989;24;1911;80.0;22;10;1.29;7;1;1;22;43;4;95;7;8;0;6;2;50;22;1;2
Jonathan Bolingi;FW.MF;Ankaragücü;26;1994;14;1083;77.0;12;8;0.79;5;1;1;28;26;11;5;8;7;0;1;0;14;5;0;0
Boli Bolingoli-Mbombo;DF;Başakşehir;25;1995;12;823;69.0;10;3;2.0;3;0;0;17;3;1;19;17;12;0;0;0;3;1;0;0
Fabio Borini;MF.FW;Fatih Karagümrük;29;1991;20;1676;84.0;19;9;1.65;3;0;0;32;52;10;27;32;13;0;9;1;45;24;2;2
Petrus Boumal;MF;Erzurum BB;27;1993;31;2098;68.0;25;15;1.13;9;1;1;40;24;0;5;30;22;0;0;0;9;1;0;0
Aaron Boupendza;FW;Hatayspor;23;1996;36;25;69.0;25;16;1.42;7;0;0;58;50;25;35;21;21;0;22;1;111;54;2;2
Tomáš Břečka;DF;Kasımpaşa;26;1994;29;253;87.0;28;28;0.97;2;0;0;23;35;0;1;41;22;0;0;0;3;1;0;0
Onur Bulut;DF.MF;Rizespor;26;1994;18;927;52.0;9;6;0.89;0;0;0;14;14;0;32;15;20;0;0;0;11;2;0;0
Umut Bulut;FW.MF;Yeni Malatyaspor;37;1983;31;1762;57.0;20;7;1.19;2;0;0;14;18;4;11;2;12;0;2;1;24;6;0;0
Dženan Bureković;DF;Göztepe;25;1995;20;915;46.0;8;8;1.2;1;0;0;17;4;0;27;17;10;0;0;2;3;1;0;0
Bohdan Butko;DF;Erzurum BB;29;1991;10;708;71.0;7;6;0.7;1;0;0;7;4;1;14;14;6;0;0;0;0;0;0;0
Adem Büyük;MF.FW;Yeni Malatyaspor;32;1987;34;2882;85.0;34;16;1.18;10;0;0;61;114;7;39;25;40;0;17;3;75;32;9;10
Zymer Bytyqi;MF.FW;Konyaspor;23;1996;19;101;53.0;9;2;1.05;0;0;0;4;3;3;99;2;4;0;2;5;16;4;0;0
Torgeir Børven;FW.MF;Ankaragücü;28;1991;29;158;54.0;18;10;1.1;1;0;0;22;6;13;6;7;5;0;10;1;28;16;1;1
Musa Çağıran;MF;Konyaspor;27;1992;16;451;28.0;3;0;1.06;2;0;0;9;10;1;4;5;8;0;1;0;11;4;0;0
Rahman Çağıran;MF;Erzurum BB;25;1995;12;323;27.0;2;1;1.5;0;0;0;2;5;1;5;4;4;0;1;1;8;5;0;0
Oğulcan Çağlayan;MF.FW;Galatasaray;24;1996;18;842;47.0;10;2;1.89;1;0;0;20;5;7;24;8;9;0;4;1;25;11;0;0
Júnior Caiçara;DF;Başakşehir;31;1989;8;508;64.0;5;4;1.13;1;0;0;9;8;0;25;11;6;0;0;0;0;0;0;0
Samba Camara;DF;Sivasspor;27;1992;28;2098;75.0;23;22;1.64;2;0;0;17;13;1;0;31;16;0;0;0;5;3;0;0
Burak Çamoğlu;DF;Hatayspor;23;1996;17;640;38.0;7;5;1.47;0;0;0;8;14;0;22;10;11;0;0;0;2;1;0;0
Gustavo Campanharo;MF;Kayserispor;28;1992;24;1962;82.0;22;13;1.0;4;0;0;61;44;0;33;46;52;0;1;2;30;11;0;0
Mücahit Can Akçay;FW;Ankaragücü;22;1998;2;3;2.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faruk Can Genç;DF;Trabzonspor;20;2000;1;90;90.0;1;1;3.0;1;0;0;2;1;0;1;1;2;0;0;0;0;0;0;0
Görkem Can;DF;Denizlispor;20;2000;3;127;42.0;1;1;0.0;0;0;0;2;2;0;0;7;3;0;0;0;0;0;0;0
Ahmet Canbaz;MF;Trabzonspor;22;1998;4;31;8.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
Daniel Candeias;MF;Gençlerbirliği;32;1988;35;3022;86.0;35;24;0.91;7;0;0;45;31;7;291;25;40;0;4;7;57;18;0;0
Atakan Çankaya;DF.MF;Ankaragücü;22;1998;24;1686;70.0;20;15;0.79;6;0;0;29;41;2;8;40;52;0;1;0;5;2;0;0
Abdurrahman Canlı;MF;Hatayspor;23;1997;12;193;16.0;1;0;2.17;2;0;0;5;3;0;2;2;2;0;1;0;2;1;0;0
Oğuzhan Çapar;DF;Kayserispor;23;1996;3;191;64.0;2;2;1.0;1;0;0;0;5;0;0;4;2;1;0;0;0;0;0;0
Lucas Castro;MF;Fatih Karagümrük;31;1989;16;1005;63.0;12;2;1.69;3;0;0;8;11;1;11;12;15;0;3;3;19;6;0;0
Steven Caulker;DF;Alanyaspor;28;1991;32;2879;90.0;32;31;1.53;5;0;0;17;9;0;6;40;10;1;3;1;33;14;0;0
Mesut Çaytemel;DF;Hatayspor;36;1984;23;1671;73.0;18;13;1.57;4;0;0;18;10;0;79;16;17;0;0;3;5;2;0;0
Mustafa Çeçenoğlu;DF;Gençlerbirliği;26;1994;6;206;34.0;1;1;1.17;0;0;0;2;2;0;14;4;2;0;0;0;5;1;0;0
Özgür Çek;DF;Denizlispor;29;1991;7;112;16.0;1;0;0.29;0;0;0;1;3;0;9;2;2;0;0;0;0;0;0;0
Endri Çekiçi;MF;Ankaragücü;23;1996;31;2138;69.0;26;2;1.13;6;1;0;39;55;9;90;28;24;0;2;1;50;18;0;1
Alpay Çelebi;DF;Alanyaspor;21;1999;1;5;5.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Muğdat Çelik;FW.MF;Kayserispor;30;1990;14;543;39.0;8;0;0.86;5;1;1;16;6;3;9;2;1;0;1;0;3;1;0;0
Osman Çelik;MF.DF;Erzurum BB;28;1991;27;1466;54.0;14;7;0.96;5;0;0;20;16;1;3;41;23;1;1;1;8;3;0;0
Sahverdi Cetin;MF;Ankaragücü;19;2000;17;416;24.0;2;0;0.71;3;0;0;11;4;0;12;9;6;0;0;0;7;2;0;0
Bülent Cevahir;DF;Yeni Malatyaspor;28;1992;10;416;42.0;4;4;1.0;0;0;0;2;7;0;23;9;5;0;0;0;0;0;0;0
Oğuz Ceylan;DF.MF;Gaziantep FK;29;1990;28;2006;72.0;24;16;1.39;4;1;1;26;18;3;84;40;30;0;0;2;10;3;0;0
Nacer Chadli;MF.FW;Başakşehir;30;1989;18;1083;60.0;12;4;1.44;2;0;0;7;6;5;21;12;6;0;3;3;26;11;1;1
Dimitris Chatziisaias;DF;Rizespor;27;1992;1;90;90.0;1;1;0.0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0
Issam Chebake;DF;Yeni Malatyaspor;30;1989;35;2956;84.0;33;26;1.0;7;0;0;50;51;2;81;56;36;0;0;2;18;1;0;0
Nadir Çiftçi;FW;Rizespor;28;1992;1;26;26.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Uğur Çiftçi;DF;Sivasspor;28;1992;35;2979;85.0;33;31;1.69;6;0;0;58;22;4;99;41;62;0;0;3;11;0;0;0
Sadık Çiftpınar;DF;Fenerbahçe;27;1993;6;438;73.0;5;4;2.17;0;0;0;4;5;0;0;12;6;0;0;0;0;0;0;0
Mirza Cihan;FW;Gaziantep FK;19;2000;4;42;11.0;0;0;0.75;0;0;0;0;1;0;2;0;1;0;0;1;2;2;0;0
Sokol Cikalleshi;FW.MF;Konyaspor;30;1990;35;2461;70.0;29;12;1.23;3;0;0;61;50;18;23;12;18;0;8;3;59;21;0;1
Orkan Çınar;MF;Ankaragücü;24;1996;17;286;17.0;2;0;0.65;0;0;0;5;6;0;26;3;4;0;0;0;9;1;0;0
Papiss Cissé;FW;Fenerbahçe;35;1985;25;771;31.0;5;1;1.96;2;0;0;14;7;4;2;3;4;0;5;1;27;11;0;0
Isaac Cofie;MF;Sivasspor;28;1991;25;1458;58.0;16;9;1.8;5;0;0;24;10;0;3;24;21;0;0;0;7;1;0;0
Emre Çolak;MF;Fatih Karagümrük;29;1991;9;153;17.0;0;0;1.11;1;0;0;6;2;0;7;0;2;0;0;1;4;3;0;0
Kamil Çörekçi;DF.MF;Trabzonspor;28;1992;19;876;46.0;10;7;1.95;4;0;0;11;11;0;10;10;16;0;0;1;6;2;0;0
Manuel da Costa;DF;Erzurum BB;34;1986;14;1259;90.0;14;13;1.0;1;1;0;14;10;0;3;30;17;0;2;0;25;10;0;0
Enzo Crivelli;FW;Başakşehir;25;1995;36;1956;54.0;21;8;1.14;4;0;0;37;22;6;17;8;9;0;2;1;35;15;0;0
Christian Cueva;MF;Yeni Malatyaspor;28;1991;8;553;69.0;7;2;1.38;0;0;0;8;7;2;25;6;6;0;0;1;7;3;0;0
Robert Piris Da Motta;MF;Gençlerbirliği;26;1994;36;3181;88.0;36;31;1.06;12;0;0;52;45;1;6;46;47;0;6;1;25;10;5;5
Erdon Daci;FW.MF;Konyaspor;22;1998;19;707;37.0;6;2;1.47;2;0;0;19;19;9;23;3;5;0;2;0;19;5;0;0
Emre Demir;MF;Kayserispor;16;2004;14;224;16.0;1;0;1.14;1;0;0;10;7;0;2;1;4;0;0;1;7;4;0;0
Mete-Kaan Demir;MF;Başakşehir;22;1998;4;94;24.0;1;0;1.0;0;0;0;2;3;0;1;1;2;0;0;0;7;3;0;0
Muhammet Demir;FW;Gaziantep FK;28;1992;31;2025;65.0;24;5;1.58;5;0;0;29;33;5;3;7;5;0;15;5;58;24;1;1
Adil Demirbağ;DF;Konyaspor;22;1997;23;1256;55.0;15;10;1.52;6;0;0;11;15;0;6;20;24;1;0;0;8;1;0;0
İlhan Depe;MF;Kayserispor;27;1992;4;55;14.0;0;0;0.0;1;0;0;2;1;0;4;1;0;0;0;0;1;0;0;0
Halil Dervişoğlu;FW.MF;Galatasaray;20;1999;12;579;48.0;6;2;2.42;1;0;0;15;6;5;2;1;7;0;3;1;25;11;0;0
Michael DeShields;MF;Denizlispor;22;1998;1;1;1.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mbaye Diagne;FW;Galatasaray;28;1991;15;851;57.0;10;4;1.73;1;1;0;11;13;7;3;3;4;0;9;0;33;20;4;4
Nouha Dicko;FW;Gaziantep FK;28;1992;28;1931;69.0;23;9;1.46;4;0;0;49;28;18;24;7;5;0;4;0;45;17;1;1
Erdi Dikmen;DF;Ankaragücü;23;1997;25;1494;60.0;15;14;1.0;0;0;0;25;16;3;1;33;19;0;0;0;5;2;0;0
Soner Dikmen;MF;Gençlerbirliği;26;1993;34;2426;71.0;28;15;0.88;7;0;0;40;22;3;54;49;28;0;1;0;34;9;0;0
Emir Dilaver;DF;Rizespor;29;1991;23;1802;78.0;20;18;1.17;4;0;0;18;21;0;3;41;9;0;0;1;3;0;0;0
Ismaël Diomandé;MF;Konyaspor;27;1992;15;818;55.0;10;3;1.33;6;0;0;18;8;0;6;9;5;0;1;0;18;2;0;0
Assane Dioussé;MF;Ankaragücü;22;1997;20;844;42.0;9;2;0.75;3;0;0;16;12;1;13;12;9;0;0;0;6;2;0;0
Mix Diskerud;MF;Denizlispor;29;1990;18;1125;63.0;14;1;0.78;1;0;0;10;10;0;2;18;18;0;2;0;8;2;0;0
Djaniny;FW;Trabzonspor;29;1991;30;2205;74.0;25;7;1.97;4;0;0;41;28;14;27;16;16;0;8;1;70;28;1;1
Papy Djilobodji;DF;Gaziantep FK;31;1988;36;3195;89.0;36;35;1.47;7;0;0;47;18;3;7;84;30;0;2;1;24;5;0;0
Adem Dogan;DF;Kayserispor;18;2001;1;1;1.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mitchell Donald;MF;Erzurum BB;31;1988;16;873;55.0;8;5;0.88;2;0;0;11;7;1;6;16;5;0;1;0;6;2;0;0
Ryan Donk;DF;Galatasaray;34;1986;32;2189;68.0;24;20;2.09;4;1;0;23;26;1;4;28;21;0;2;3;12;2;0;0
Godfred Donsah;MF;Rizespor;24;1996;24;1444;60.0;18;6;1.17;3;0;0;19;11;1;4;22;22;0;1;0;12;3;0;0
Mathieu Dossevi;MF.FW;Denizlispor;32;1988;18;527;29.0;4;0;0.28;0;0;0;9;8;1;39;4;6;0;0;2;3;1;0;0
Danny Drinkwater;MF;Kasımpaşa;30;1990;11;518;47.0;6;0;1.09;1;0;0;7;10;0;4;5;5;0;0;0;4;2;0;0
Jean-Armel Drolé;MF;Antalyaspor;22;1997;2;47;24.0;1;0;1.0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Léo Duarte;DF;Başakşehir;24;1996;17;1282;75.0;15;12;1.24;3;0;0;12;5;0;3;19;6;0;0;0;6;2;0;0
Yasin Dülger;FW;Kasımpaşa;24;1995;11;177;16.0;0;0;0.55;0;0;0;2;7;0;4;0;3;0;0;0;4;2;0;0
Abdullah Durak;MF;Rizespor;33;1987;29;1736;60.0;19;9;1.24;4;0;0;25;32;1;2;27;23;0;0;2;8;1;0;0
Abdurrahim Dursun;MF;Trabzonspor;21;1998;2;134;67.0;1;0;0.5;0;0;0;4;3;1;0;2;3;0;0;0;1;1;0;0
Emem Eduok;FW.MF;Konyaspor;26;1994;4;153;38.0;0;0;0.5;2;0;0;6;1;1;2;0;4;0;0;0;2;0;0;0
Muhammed Egemen Pehlivan;MF;Fatih Karagümrük;20;2000;8;145;18.0;1;0;1.13;0;0;0;4;0;0;2;0;6;0;0;0;3;2;0;0
Vegar Eggen Hedenstad;DF;Fatih Karagümrük;29;1991;18;1264;70.0;15;10;1.61;2;0;0;17;7;0;31;15;13;0;1;1;5;1;0;0
Caleb Ekuban;MF.FW;Trabzonspor;26;1994;32;2729;85.0;32;14;2.03;3;0;0;39;57;3;36;19;30;0;10;4;71;32;1;2
Omar Elabdellaoui;DF;Galatasaray;28;1991;10;818;82.0;9;9;2.2;2;0;0;13;3;1;24;21;8;0;0;0;4;1;0;0
Bartuğ Elmaz;MF;Galatasaray;17;2003;1;1;1.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Doğukan Emeksiz;FW;Yeni Malatyaspor;20;2000;1;1;1.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Muhammed Emin Sarıkaya;DF;Başakşehir;18;2002;4;207;52.0;2;1;0.25;0;0;0;4;1;0;5;8;2;0;0;0;1;0;0;0
Berkan Emir;DF;Göztepe;32;1988;33;2798;85.0;33;26;1.3;5;1;1;19;42;3;233;33;26;0;1;5;12;5;0;0
Celal Emir Dede;MF;Rizespor;19;2001;1;3;3.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hasan Emre Yeşilyurt;MF;Kasımpaşa;19;2000;3;38;13.0;0;0;1.0;0;0;0;2;0;0;0;2;2;0;0;0;1;1;0;0
Alexandru Epureanu;DF;Başakşehir;33;1986;30;2398;80.0;29;23;1.17;3;1;0;21;17;0;9;29;24;0;0;0;17;5;0;0
Ziya Erdal;DF.MF;Sivasspor;32;1988;19;840;44.0;8;7;1.68;2;0;0;11;9;0;20;17;16;0;1;0;2;1;0;0
Alparslan Erdem;DF.MF;Fatih Karagümrük;31;1988;11;553;50.0;6;4;1.17;2;0;0;2;5;1;27;16;5;0;0;1;2;0;0;0
Mehmet Erdem Uğurlu;MF;Gaziantep FK;32;1988;1;16;16.0;0;0;1.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
